A1      吖阿呵啊腌锕錒
YI4     一乂义亿弋刈忆艺仡肊艾议阣亦伇屹异忔芅衣伿佚劮呓坄役抑杙耴苅译邑佾呭呹妷峄怈怿易枍欥泆炈秇绎诣驿俋奕帟帠弈昳枻洩浂玴疫羿衵轶食唈垼悒挹栧栺欭浥浳益袘袣谊貤酏陭勚埶埸悘悥掜殹異羛翊翌萟訲豙豛逸釴隿幆敡晹棭殔湙焬焲絏蛡詍跇軼鈠骮亄兿嗌孴意搤溢獈痬睪竩缢義肄裔裛詣勩嫕廙榏潩瘗膉蓺蜴靾億撎槸毅熠熤熼瘞誼輗镒鹝鹢黓儗劓圛墿嬑嬟嶧憶懌曀樴殪澺燚瘱瞖穓縊艗薏螠褹辥鹥寱斁曎檍歝燡燱繄翳翼臆貖賹鮨癔藙藝襗贀鎰镱繶繹豷霬鯣鶂鶃瀷蘙譯議醳醷饐囈鐿鷁鷊懿鷖襼驛鷧虉鷾讛齸
YI5     一宜姨意
YIN1    囙因阥阴侌垔姻洇茵荫音骃栶欭殷氤烟陰凐秵裀铟陻隂喑堙婣愔湮筃絪歅溵禋蒑蔭慇瘖銦磤緸鞇諲霒駰噾濦闉霠韾
YIN2    冘乑伒吟圻犾苂斦玪垠泿圁峾烎狺珢荶訔唫婬寅崟崯淫訡银釿鈝龂滛碒鄞夤蔩訚誾銀龈噖殥潯璌膶螾嚚檭蟫霪齗齦鷣
YIN3    乚廴尹引吲饮殷蚓硍赺酓隐淾釿鈏飲龂隠靷飮朄輑磤趛檃瘾隱靛嶾濥縯螾蘟齗櫽癮讔
YIN4    廴印饮茚洕胤荫垽梀隐堷淾湚猌飲廕蔭隠飮窨酳慭癊憖憗隱鮣噾懚檼
YIN5    乚廴冘尹引囙乑伒印因阥阴吟吲圻犾苂饮侌斦玪茚垔垠姻泿洇洕胤茵荫音骃圁垽峾栶欭殷氤烎烟狺珢荶蚓訔陰凐唫婬寅崟崯梀淫硍秵裀訡赺酓铟银陻隂隐喑堙堷婣愔淾湚湮猌筃絪釿鈏鈝飲龂廕歅溵滛碒禋蒑蔭鄞隠靷飮夤慇朄瘖窨蔩訚誾輑酳銀銦龈噖慭殥潯璌癊磤緸趛鞇憖憗檃瘾膶諲隱霒靛駰鮣噾嶾懚濥濦縯螾闉霠嚚檭檼蟫蘟霪齗櫽韾癮齦讔鷣
YING1   应旲英盈偀莹莺啨婴媖渶绬朠焽煐瑛嫈碤锳嘤撄甇緓缨罂蝧賏樱瑩璎罃褮鍈霙鹦嬰應膺謍韺甖韹鹰鶧嚶孆孾攖瀴罌蘡櫻瓔礯譻鶯鑍纓蠳鷪鷹鸎鸚
YING2   夃盁迎泂茔俓盈荥荧莹桯萤营萦溁溋萾僌塋嵤楹滢蓥滎潆熒蝇瑩嬴營縈螢濙濚濴藀覮謍赢瀅鎣巆攍瀛瀠瀯蠅櫿籝灜贏籯
YING3   矨郢浧莹梬颍颕颖摬影潁瑩瘿穎頴巊廮瀴鐛癭
YING4   应映暎硬媵滢膡噟褮鞕應瀅譍鱦
YING5   应蝇應蠅
YO1     育哟唷喲
YO5     哟喲嚛
YONG1   佣拥痈邕庸傭嗈鄘雍墉嫞慵滽槦牅銿噰壅擁澭郺镛臃癕雝鏞鳙廱灉饔鱅鷛癰
YONG2   喁揘颙顒鰫
YONG3   永甬咏泳俑勇勈栐埇悀涌恿傛惥愑湧硧蒏詠塎嵱彮愹筩蛹慂踊禜鲬踴鯒
YONG4   用佣苚砽醟
YONG5   永用佣甬咏拥泳苚俑勇勈栐埇悀涌痈砽邕庸恿傛喁惥愑揘湧硧蒏詠傭嗈塎嵱彮愹筩蛹鄘雍墉嫞慂慵滽踊槦牅禜銿颙鲬噰壅擁澭踴郺镛臃醟癕雝顒鯒鏞鳙廱灉鰫饔鱅鷛癰
YOU1    优妋忧攸呦怮油泑幽逌悠麀滺憂優鄾嚘懮瀀獶櫌纋耰
YOU2    尢冘尤由甴汓沋犹邮怞油肬怣斿柚疣峳庮浟秞莜莤莸蚘逌郵铀偤蚰訧逰揂游猶遊鱿楢猷蓧鈾鲉輏駀蕕蝣蝤魷輶鮋繇邎
YOU3    友有丣卣苃酉羑羗庮栯羐脩莠梄聈脜铕湵楢禉蜏銪戭槱牖牗懮黝
YOU4    又右幼有佑侑孧狖糿哊囿姷宥峟柚牰祐诱迶唀梎痏蚴亴貁釉酭誘褎銹鼬櫾
YOU5    友悠游
YU1     込吁扜纡迂迃於穻陓紆虶唹淤盓瘀箊
YU2     丂于亐与予邘伃汙汚余吳妤扵杅欤玗玙於盂臾衧鱼俞兪禺竽舁茰郚娛娯娱悇桙狳谀酑馀渔萸釪隃隅雩魚喁堣堬媀媮崳嵎嵛愉揄楰渝湡畬畭硢腴萮逾骬愚楡榆歈牏瑜與艅虞觎漁睮窬舆褕歶羭蕍蝓諛雓颙餘魣嬩懙澞覦踰歟璵螸輿鍝謣貗顒髃鮽旟籅騟蘛鰅鷠鱮鸆齵
YU3     与予伃伛宇屿羽妪穻雨俁俣挧禹语圄峿祤偊匬圉庾敔鄅萭萮铻傴寙斞楀瑀瘐與嫗語窳蝺鋙頨龉噳嶼懙藇貐斔麌蘌齬
YU4     与玉驭吁圫聿芋芌妪忬灹谷饫育郁雨彧昱狱秗茟语俼叞峪栯浴砡钰预喐域堉尉悆惐欲淢淯翑菀袬谕逳阈喅喩喻媀寓庽御棛棜棫焴琙琟矞硲粥裕遇飫馭鹆愈滪煜煨稢罭與艈蒮蓣誉鈺預僪嫗嶎戫毓獄瘉緎蔚蜟蜮語輍銉隩噊墺慾熨稶穀蓹薁豫遹鋊鳿澦燏燠蕷諭錥閼閾鴥鴧鴪儥燰礇禦蟈魊鹬癒礜穥篽繘醧鵒櫲饇譽轝鐍鐭霱欎驈鬻籞鱊鷸鸒欝龥軉鬰鬱灪籲爩
YU5     丂于亐与予玉込邘驭伃伛吁圫宇屿扜汙汚纡羽聿芋芌迂迃余吳妤妪忬扵杅欤灹玗玙谷饫於盂穻育臾衧郁陓雨鱼俁俞俣兪彧挧昱狱禹禺秗竽紆舁茟茰虶语郚俼叞圄娛娯娱峪峿悇栯桙浴狳砡祤谀酑钰预馀偊匬唹喐圉域堉尉庾悆惐敔欲淢淤淯渔盓翑菀萸袬谕逳鄅釪阈隃隅雩魚喁喅喩喻堣堬媀媮寓崳嵎嵛庽御愉揄棛棜棫楰渝湡焴琙琟畬畭矞硢硲粥腴萭萮裕逾遇铻飫馭骬鹆傴寙愈愚斞楀楡榆歈滪煜煨牏瑀瑜瘀瘐稢罭與艅艈蒮蓣虞觎誉鈺預僪嫗嶎戫毓漁獄瘉睮窬箊緎舆蔚蜟蜮褕語輍銉隩噊墺慾歶熨稶穀窳羭蓹蕍薁蝓蝺諛豫遹鋊鋙雓頨颙餘魣鳿龉噳嬩嶼懙澞澦燏燠蕷藇覦諭貐踰錥閼閾鴥鴧鴪儥歟燰璵礇禦螸蟈輿鍝魊鹬斔癒礜穥篽繘謣貗醧顒髃鮽鵒麌旟櫲籅饇騟蘌蘛譽轝鐍鐭霱鰅欎驈鬻鷠齬籞鱊鷸鱮鸆鸒齵欝龥軉鬰鬱灪籲爩
YUAN1   囦鸢剈冤弲悁眢鸳寃涴渁渆渊渕惌淵葾棩蒬蜎裷鹓嫚箢鳶蜵蝝駌鋺鴛嬽鵷灁鼘鼝
YUAN2   元円贠邧员园妧沅芫杬垣爰貟原員圆笎蚖袁厡傆喛圎媛援湲猨缘鼋園圓塬媴嫄楥源溒猿獂蒝榞榬褑辕緣縁蝝蝯褤魭圜橼羱薗螈謜轅黿鎱櫞邍騵鶢鶰厵
YUAN3   远盶逺遠薳鋺
YUAN4   夗肙远妴苑茒怨院垸衏傆媛掾缘瑗禐遠愿裫褑緣縁褤噮願
YUAN5   元円夗贠邧员囦园妧沅肙芫远妴杬苑茒鸢剈垣怨爰盶貟院冤原員圆垸弲悁眢笎蚖衏袁鸳厡寃涴渁渆渊渕逺傆喛圎媛惌掾援淵湲猨缘葾鼋園圓塬媴嫄棩楥源溒猿獂瑗禐蒝蒬蜎裷遠鹓嫚愿榞榬箢裫褑辕鳶緣縁蜵蝝蝯褤駌魭噮圜橼羱薗薳螈鋺鴛謜轅黿鎱嬽櫞邍願鵷灁騵鶢鶰鼘鼝厵
YUE1    曰曱约約箹噦矱彟彠
YUE3    哕噦
YUE4    月乐戉刖汋妜岄抈礿岳枂玥恱栎说钥哾悅悦蚎蚏軏钺阅捳跀跃粤越鈅楽粵鉞說説樂閱閲嬳樾篗髺嶽臒龠矆櫟籆瀹蘥黦爚禴趯躍躒籥鑰鸑籰鸙
YUE5    哕噦
YUN1    晕涒蒀暈氲煴蒕辒氳煾熅奫蜵蝹赟輼頵轀馧贇
YUN2    云勻匀伝贠员囩妘沄纭芸昀畇眃秐貟郧員涢紜耘耺荺鄖雲愪溳筠筼蒷熉澐蕓鋆橒篔縜
YUN3    允阭夽抎狁玧陨涢荺殒喗愠鈗隕媼慍溳殞褞馻磒賱霣齫齳
YUN4    孕贠员运枟郓恽貟員晕鄆酝傊惲愠缊運慍暈榅煴腪韫韵熅熨緷緼蕰蕴縕薀醖醞餫藴鞰韗韞蘊韻
YUN5    云允勻匀孕伝贠阭员囩夽妘抎沄狁纭芸运昀枟玧郓恽畇眃秐貟郧陨員晕涒涢紜耘耺荺殒鄆酝傊喗惲愠缊蒀運鄖鈗隕雲媼愪慍暈榅氲溳煴筠筼腪蒕蒷辒韫韵殞氳煾熅熉褞馻奫澐熨磒緷緼蕓蕰蕴蜵蝹鋆橒篔縕縜薀賱赟輼醖頵轀醞餫藴霣鞰韗韞馧蘊贇韻齫齳
ZA1     帀扎匝沞迊咂拶桚紥紮鉔噈魳臜臢
ZA2     杂咱沯砸偺喒韴雑磼襍雜囋囐雥
ZA3     咋
ZA5     帀扎匝杂沞迊咂咋咱拶沯桚砸紥偺紮喒鉔韴雑噈魳磼襍雜臜囋囐臢雥
ZAI1    災灾甾哉栽烖菑渽溨睵賳
ZAI3    仔宰载崽載
ZAI4    再在扗洅载傤載酨儎縡
ZAI5    仔再在扗災灾甾哉洅宰栽烖载菑傤崽渽溨載酨睵儎縡賳
ZAN1    兂撍糌篸簪簮鐕鐟
ZAN2    咱偺喒
ZAN3    拶昝桚寁揝噆撍儧攒儹攢趱趲
ZAN4    暂暫賛赞錾鄼濽蹔酂瓉贊鏨鏩瓒酇囋灒讃瓚禶穳襸讚饡
ZAN5    咱偺喒
ZANG1   匨牂羘脏赃賍臧蔵賘欌贓髒贜
ZANG3   驵駔髒驡
ZANG4   奘弉脏塟葬銺藏臟
ZANG5   驵匨奘弉牂羘脏赃塟葬賍臧蔵賘銺駔藏欌臟贓髒贜驡
ZAO1    傮遭糟蹧醩
ZAO2    凿鑿
ZAO3    早枣栆蚤棗璅澡缲璪薻繰藻
ZAO4    灶皁皂唕唣造梍喿慥煰艁噪簉燥謲譟趮躁竈
ZAO5    蚤
ZE2     则択沢咋择泎泽责迮則唶啧啫帻笮舴萚責溭滜矠飵嘖嫧幘箦樍歵諎赜擇澤皟瞔簀耫礋襗謮賾蘀蠌齚齰鸅
ZE4     仄夨庂汄侧昃昗捑側崱稄
ZE5     仄夨庂汄则択沢侧咋择昃昗泎泽责迮則捑側唶啧啫帻笮舴萚責崱稄溭滜矠飵嘖嫧幘箦樍歵諎赜擇澤皟瞔簀耫礋襗謮賾蘀蠌齚齰鸅
ZEI2    贼戝賊鲗蠈鰂鱡
ZEI5    贼戝賊鲗蠈鰂鱡
ZEN3    怎
ZEN4    谮譖譛囎
ZEN5    怎谮譖譛囎
ZENG1   曽曾锃増鄫增憎缯鋥橧熷璔縡矰磳罾繒譄
ZENG4   综锃綜缯鋥甑赠繒贈
ZENG5   曽综曾锃増綜鄫增憎缯鋥橧熷璔甑縡赠矰磳罾繒譄贈鬷
ZHA1    扎吒咋抯挓柤查哳紥偧紮喳揸渣溠楂劄摣皶箚樝觰皻蹅譇囃齄齇
ZHA2    扎札甴轧軋闸炸剳蚻铡喋煠牐閘劄潳箑霅耫鍘鞢譗
ZHA3    厏拃苲眨砟搩鲊鲝觰踷鮓鮺
ZHA4    乍冊吒灹诈拃咤奓柞柵栅炸宱痄蚱喥詐搾鲊榨蜡鮓醡齰
ZHA5    蚱馇餷
ZHAI1   亝侧夈捚斋側斎摘榸齋
ZHAI2   宅择翟擇檡
ZHAI3   厏抧窄鉙
ZHAI4   责债砦祭責債寨骴瘵
ZHAI5   宅厏亝侧抧择责夈债捚斋窄側斎砦祭責債鉙寨摘榸翟骴擇瘵檡齋
ZHAN1   占怗枬沾毡旃栴粘蛅飦惉詀趈詹閚谵噡嶦薝邅霑氈氊餰點瞻覱鹯旜譫饘鳣驙魙鱣鸇
ZHAN3   拃斩栈飐展盏崭斬棧琖搌盞嶃嶄榐辗颭嫸醆橏蹍輾皽黵
ZHAN4   占佔斩战栈站偡斬绽菚嵁棧湛詀跕碊綻嶘輚戰虥虦邅襢覱轏颤譧欃蘸顫驏驙
ZHAN5   战戰
ZHANG1  张弡張章傽鄣嫜彰慞漳獐粻蔁遧暲樟璋餦蟑騿鱆麞
ZHANG3  仉长仧長镸涨涱掌漲幥礃鞝
ZHANG4  丈仗扙帐杖胀账涨帳脹痮障墇嶂幛漲賬瘬瘴瞕
ZHANG5  仗
ZHAO1   佋钊妱巶招昭炤盄釗啁着朝鉊鳭鼌嘲駋窼鍣皽鼂謿
ZHAO2   着
ZHAO3   爪爫找沼菬瑵
ZHAO4   召兆诏枛垗炤狣赵笊肁啅旐棹詔照罩箌肇肈趙曌燳鮡櫂瞾羄
ZHAO5   爪爫召兆佋找诏钊妱巶招枛沼垗昭炤狣盄赵笊肁釗啁啅着菬旐朝棹詔照瑵罩鉊鳭鼌箌肇肈趙嘲駋曌窼鍣燳鮡櫂皽瞾鼂羄謿
ZHE1    折蜇嗻嫬遮
ZHE2    乛夂厇扸折杔歽矺砓籷虴哲埑粍袩啠悊晢晣辄喆棏聑蛰詟蜇谪摺輒慹磔輙銸辙蟄嚞謫謺鮿轍讁鷙襵讋驝
ZHE3    者禇锗赭褶鍺
ZHE4    这柘浙這淛嗻蔗樜潪鹧蟅鷓
ZHE5    着著
ZHEI4   这這
ZHEI5   这這
ZHEN1   朾贞针侦侲帧枮浈珍珎胗貞帪栕桢眞真砧祯針偵桭酙寊幀湞葴趂遉嫃搸斟椹楨溱獉甄禎蒖蓁鉁靕榛殝瑧碪禛鼑潧箴镇樼澵臻薽錱轃鍖鍼鎭鎮籈鱵
ZHEN3   诊抮枕沴姫弫昣轸屒畛疹眕袗紾聄竧裖覙診軫嫃缜槇稹駗縝縥辴鬒黰
ZHEN4   圳阵纼旽迧侲挋陣鸩振朕栚紖陳眹赈酖塦揕絼蜄鉁敶榐誫賑鋴镇震鴆謓鎭鎮黮
ZHEN5   圳朾贞阵纼诊针侦抮旽枕沴迧侲姫帧弫挋昣枮浈珍珎胗貞轸陣鸩屒帪振朕栕栚桢畛疹眕眞真砧祯紖袗針陳偵桭眹紾聄赈酖酙塦寊幀揕湞竧葴裖覙診趂軫遉嫃搸斟椹楨溱獉甄禎絼缜蒖蓁蜄鉁靕敶榐榛槇殝瑧碪禛誫賑鼑潧稹箴鋴镇震駗鴆樼澵縝縥臻薽錱謓轃鍖鍼鎭鎮籈辴鬒黮黰鱵
ZHENG1  丁正争佂姃征怔爭糽峥挣炡狰烝症眐脀钲埥埩崝崢掙猙睁聇铮媜揁筝徰睜蒸鉦徴箏嶒徵踭篜錚鬇鮏鲭鯖癥
ZHENG3  氶抍糽拯掟晸愸撜整
ZHENG4  正争证怔爭诤郑挣政徎症掙証塣鄭憕諍鴊證
ZHENG5  怔挣掙
ZHI1    之支氏卮只汁芝吱巵汥呮枝知织肢栀祗秓秖胑胝衹衼倁栺疷祬秪脂隻梔菭戠椥臸搘禔綕榰蜘馶鳷樲鴲織蘵鼅禵躓
ZHI2    执侄坧妷直秇姪値值聀釞埴執淔职戠植殖犆禃絷臷跖瓡稙墌摭馽嬂慹漐踯樴膱縶職蟙贄蹠蹢軄躑
ZHI3    夂止只劧旨阯址坁帋扺汦沚纸芷抧拞泜祇祉茋咫恉指枳洔砋轵淽疻紙茝蚔訨趾觝軹黹筫絺酯徴徵藢襧
ZHI4    阤至芖志忮扻杝识豸制厔垁帙帜斦治炙知织质迣郅峙庢庤挃柣栉洷祑陟娡徏挚捗晊桎歭狾秩胵致袟贽轾偫剬徝掷梽楖猘畤痔眰秲秷窒紩翐袠觗貭铚鸷傂崻彘智滞痣蛭骘寘廌搱滍稚筫置跱輊锧雉墆實滯潌疐瘈製覟誌銍幟憄摨摯潪熫稺膣觯質踬遲銴鋕擳旘瀄緻薙駤鴙儨劕懥擲擿櫛穉螲懫織贄櫍瓆觶識騭鯯礩豑鶨騺驇躓鷙鑕鑦豒
ZHI5    肢指
ZHONG1  中伀汷刣妐彸忪忠泈炂终柊盅衳钟舯衷終鈆鈡幒蔠锺蝩銿螤鴤螽鍾鼨蹱鐘籦
ZHONG3  肿种冢喠尰塚歱煄腫瘇種徸踵穜
ZHONG4  中仲众妕狆祌种茽衶重蚛偅眾堹媑筗衆種緟諥穜蟲
ZHONG5  钟鐘
ZHOU1   州舟诌侜周洀洲炿诪烐珘辀郮啁婤徟淍矪週鸼喌粥赒輈翢銂皺諏賙輖霌嚋盩謅鵃騆譸
ZHOU2   妯轴軸碡
ZHOU3   肘帚疛菷晭睭箒鯞
ZHOU4   纣伷呪咒宙绉冑咮昼紂胄荮轴晝皱酎粙椆葤詋軸甃詶僽皺駎噣縐繇薵骤籀籕籒驟
ZHOU5   帚
ZHU1    朱劯侏诛邾洙茱株珠诸猪硃袾铢絑蛛誅跦槠潴蕏蝫銖橥諸豬駯鮢鴸瀦藷藸櫧櫫鼄騶鯺蠩
ZHU2    朮术竹泏竺炢笁茿烛窋逐笜舳逫筑瘃蓫敱敳篴薥燭蠋躅鱁劚孎灟鸀斸曯欘爥蠾钃
ZHU3    主宔拄枓砫罜陼渚属煑煮詝褚嘱濐麈瞩屬囑矚
ZHU4    伫佇住助纻芧苎坾杼注苧贮迬驻壴柱柷殶炷祝疰眝砫祩竚莇秼紵紸羜著蛀尌嵀筑註貯跓軴铸筯鉒飳馵箸翥樦鋳駐築篫霔麆櫡鑄
ZHU5    蛛
ZHUA1   抓挝摣撾檛膼簻髽
ZHUA3   爪
ZHUA5   爪抓挝摣撾檛膼簻髽
ZHUAI1  拽
ZHUAI3  转跩轉
ZHUAI4  拽捙睉嘬顡
ZHUAI5  转拽捙睉跩嘬轉顡
ZHUAN1  专叀砖耑專剸鄟塼嫥漙瑼甎磗膞颛磚諯篿蟤顓鱄
ZHUAN3  转孨膞竱轉
ZHUAN4  传沌灷转啭堟蒃傳瑑腞僎僝赚撰篆馔篹縳襈賺簨轉譔饌囀籑
ZHUAN5  专传沌灷叀转孨砖耑啭專堟蒃傳剸瑑腞鄟僎僝塼嫥漙赚撰瑼甎磗篆膞颛馔磚竱諯篹篿縳襈賺簨蟤轉顓譔饌囀籑鱄
ZHUANG1 妆庄妝庒娤桩莊梉湷粧装裝樁糚
ZHUANG3 奘
ZHUANG4 夦
